from_tower,to_tower,timestamp,distance_km,time_hours,speed_kmh
CELL-8476,CELL-9505,2025-02-21 04:01:12,2048.1257522168507,2.4922222222222223,821.8070338810368
CELL-9505,CELL-5400,2025-02-21 06:30:44,1062.1512683313003,5.2636111111111115,201.79136450433697
CELL-5400,CELL-9022,2025-02-21 11:46:33,1231.3625081407677,22.42972222222222,54.8986962897292
CELL-9022,CELL-6498,2025-02-22 10:12:20,1283.4599033308386,17.381666666666668,73.83986403284142
CELL-6498,CELL-8476,2025-02-23 03:35:14,1300.6508761720613,11.404444444444444,114.04771907198511
CELL-8476,CELL-5703,2025-02-23 14:59:30,1752.8508276228276,35.93833333333333,48.773848563451125
CELL-5703,CELL-7820,2025-02-25 02:55:48,1925.4080089897393,8.128333333333334,236.876113470134
CELL-7820,CELL-5400,2025-02-25 11:03:30,1509.2043590509793,8.758055555555556,172.32185266210553
CELL-5400,CELL-6015,2025-02-25 19:48:59,1268.0766658093214,2.2808333333333333,555.9707705411713
CELL-6015,CELL-8473,2025-02-25 22:05:50,2936.8967742364102,6.728611111111111,436.4788996924855
CELL-8473,CELL-2135,2025-02-26 04:49:33,752.9502672035333,4.026111111111111,187.01676293174555
CELL-2135,CELL-2824,2025-02-26 08:51:07,2573.7943892319627,17.218333333333334,149.479879347515
CELL-2824,CELL-2135,2025-02-27 02:04:13,2573.7943892319627,1.0333333333333334,2490.768763772867
CELL-2135,CELL-2265,2025-02-27 03:06:13,1339.7326414566382,0.29083333333333333,4606.530572343742
CELL-2265,CELL-8476,2025-02-27 03:23:40,211.50234374156403,11.921666666666667,17.741004647691657
